ESTACAO;UF;MUNICIPIO;NOME;SISTEMA_ORIGEM;ESTADO;DATA_ATIVACAO;DATA_ULTIMA_MODIF;LAT;LONG;ENDERE�O;GCN;SITES_INTERNOS;DESCRICAO_SITES_INTERNOS
CTSQ;PR;CURITIBA;CURITIBA/SANTA QUITERIA-R M FRANCA GOMES;Netwin;Instalado;2016-08-21 15:07:06 UTC;2019-10-24 19:48:44 UTC;-254.591.945;-493.100.112;;Não;Sala, Sala;ANDAR/CTSQ/TT/01, ANDAR/CTSQ/TT/TX
CTV1;PR;CURITIBA;SECULO XX1 - R VISCONDE DE NACAR;Netwin;Instalado;2016-08-21 15:07:06 UTC;2018-09-18 12:23:57 UTC;-254.350.225;-492.761.154;;Não;Sala, Sala;ANDAR/CTV1/TT/01, ANDAR/CTV1/TT/TX
CTDI;MG;DIVINOPOLIS;CENTRO;Netwin;Instalado;2014-04-05 20:45:43 UTC;2019-10-07 12:20:14 UTC;-201.421.395;-448.894.018;RUA RIO DE JANEIRO, 434, PREDIO PREDIO OI, CENTRO, DIVINOPOLIS - MG 35500009;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;DG-TERREO, DVL, Datacom, EST/CTDI/NI/NI, HUAWEI - NGN / 3 ANDAR, Metro, MÃ³vel, Newbridge, RMS, TRANSMISSAO - 2Â° ANDAR, TRANSMISSAO-1ANDAR, TRANSMISSÃƒO - TERREO, TX, Transmissão
DQX;RJ;DUQUE DE CAXIAS;DUQUE DE CAXIAS I;Netwin;Instalado;2014-04-05 20:53:14 UTC;2018-04-09 18:52:11 UTC;-227.849.021;-433.075.813;RUA CONDE DE PORTO ALEGRE, 515, JARDIM 25 DE AGOSTO, DUQUE DE CAXIAS - RJ 25070350;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/DQX/01/CD, ANDAR/DQX/04/TX, ANDAR/DQX/CELIA/TX, ANDAR/DQX/IGOR/TX, COMUNICACAO DE DADOS 4 ANDAR, Datacom, EST/DQX/NI/NI, MODEM OPTICO FICTICIO, Metro, Newbridge, SALA GPON, TRANSMISSAO - 4 ANDAR (406), TX, TX/4ÂºANDAR-SALA 406, ZTX-610 / 2775 / 3 ANDAR
XERE;RJ;DUQUE DE CAXIAS;XEREM I;Netwin;Instalado;2014-04-05 20:53:14 UTC;2023-07-03 21:34:28 UTC;-225.999.493;-433.033.343;RUA TREZE DE JUNHO, 46, VILA SANTA ALICE, DUQUE DE CAXIAS - RJ 25250280 ;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;COMUNICACAO DE DADOS 1 ANDAR, DG/TRANSMISSÃƒO - 1Âº, Datacom, EST/XERE/NI/NI, MODEM FICTICIO, Metro, Newbridge, TRANSMISSAO-TERREO, TRANSMISSÃƒO, XER01_COMUTACAO_TROPICO-R
ESU;RS;ELDORADO DO SUL;ELDORADO DO SUL;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-08-16 17:21:37 UTC;-300.131.711;-513.157.225;RODOVIA BR 116, 0000, CENTRO, ELDORADO DO SUL - RS 92990000 ;Não;Sala, Sala, Sala;ANDAR/ESU/01/TX, ANDAR/ESU/TT/TX
EVA;RS;ESTANCIA VELHA;EVA;Netwin;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-296.483.333;-511.738.889;;Não;Sala;
EVA;RS;ESTANCIA VELHA;ESTANCIA VELHA;Netwin;Instalado;2023-04-20 13:00:37 UTC;2023-05-22 19:36:14 UTC;-29.650.509;-51.172.562;AVENIDA SETE DE SETEMBRO, 50, CENTRO, ESTANCIA VELHA - RS 93600330 ;Não;Sala, Sala, Sala;ANDAR/EVA/01/TX, EST/EVA/NI/NI
EIO;RS;ESTEIO;ESTEIO;Netwin;Instalado;2014-04-05 22:18:45 UTC;2022-01-14 17:41:17 UTC;-298.503.383;-511.765.039;AVENIDA PRES VARGAS, 2205, CENTRO, ESTEIO - RS 93260075 ;Não;Sala, Sala, Sala, Sala;ANDAR/EIO/01/TX, EST/EIO/NI/NI
EUS;BA;EUNAPOLIS;EUNAPOLIS;Netwin;Instalado;2020-02-19 12:10:03 UTC;2020-04-29 21:34:58 UTC;-16.374.967;-39.585.513;AVENIDA DOM PEDRO II, 501, CENTRO, EUNAPOLIS - BA 45820081;Não;Sala, Sala;EST/EUS/NI/NI
ESB;CE;EUSEBIO;EUSEBIO;Netwin;Instalado;2014-04-05 19:37:18 UTC;2019-02-13 20:41:17 UTC;-38.908.188;-384.539.988;AVENIDA CORONEL CICERO SA, 40, CENTRO, EUSEBIO - CE 61760000;Não;Sala, Sala, Sala, Sala, Sala, Sala;AXE - 3260 /, Datacom, EST/ESB/NI/NI, Metro, TRANSMISSAO, TRANSMISSAO (CONTAINER)
FAU1;CE;EUSEBIO;FAU1;Netwin;Instalado;2019-02-13 12:47:18 UTC;2019-02-13 12:51:53 UTC;-38.533.453;-384.574.786;RUA UM, 154, CENTRO, EUSEBIO - CE 61760000;Não;;
LEF;CE;EUSEBIO;TESTE LEF;Netwin;Instalado;2019-02-13 12:54:57 UTC;2019-02-13 12:57:39 UTC;-38.535.181;-384.565.995;;Não;;
FRL;RS;FARROUPILHA;FARROUPILHA;Netwin;Instalado;2022-03-18 18:19:02 UTC;2022-03-18 18:22:00 UTC;-292.256.154;-513.463.602;RUA PINHEIRO MACHADO, 449, CENTRO, FARROUPILHA - RS 95170432 ;Não;Sala, Sala, Sala;ANDAR/FRL/01/TX, CD, TX
FZAB;PR;FAZENDA RIO GRANDE;AV BRASIL - R COLOMBIA, 129;Netwin;Instalado;2016-08-21 15:07:06 UTC;2023-04-06 12:26:15 UTC;-256.524.583;-493.071.284;RUA COLOMBIA, 129, NACOES, FAZENDA RIO GRANDE - PR 83823074 ;Não;Sala, Sala, Sala, Sala;ANDAR/FZAB/TT/01, ANDAR/FZAB/TT/TX, TX
GOVS;BA;FEIRA DE SANTANA;GETULIO VARGAS;Netwin;Instalado;2019-08-02 13:33:06 UTC;2019-11-18 18:36:08 UTC;-122.548.784;-389.527.659;RUA VISCONDE DE CAIRU, 217, PONTO CENTRAL, FEIRA DE SANTANA - BA 44075135;Não;Sala, Sala;EST/GOVS/NI/NI
JJSR;BA;FEIRA DE SANTANA;J J SEABRA;Netwin;Instalado;2014-04-03 14:07:57 UTC;2021-12-07 18:00:05 UTC;-122.572.096;-389.638.104;RUA JOSE JOAQUIM SEABRA, 182, CENTRO, FEIRA DE SANTANA - BA 44002000 ;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/JJSR/NI/NI, JJR3_COMUTACAO_AXE-1 ANDAR, JJSR3_COMUTACAO-AXE-1 ANDAR, Metro, Newbridge, TRANSMISSAO - TERREO, VISANET
FCA;RS;FLORES DA CUNHA;FLORES DA CUNHA-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2022-10-18 20:20:14 UTC;-29.031.264;-51.183.173;;Não;Sala, Sala, Sala;ANDAR/FCA/01/TX, ANDAR/FCA/02/CX
FOE;PR;FLORESTA;FLORESTA;Netwin;Instalado;2016-08-21 15:07:06 UTC;2022-11-23 13:12:26 UTC;-236.145.395;-520.826.737;RUA RIO BRANCO, 16, CENTRO, FLORESTA - PR 87120000 ;Não;Sala, Sala;ANDAR/FOE/TT/01, TX
FLO;PI;FLORIANO;FLORIANO;Netwin;Instalado;2014-04-05 19:37:15 UTC;2021-03-16 21:25:29 UTC;-67.671.977;-430.242.141;RUA SAO JOAO, 526, CENTRO, FLORIANO - PI 64800112;Não;Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/FLO/NI/NI, Newbridge, TRANSMISSAO- 2 ANDAR
AGNA;SC;FLORIANOPOLIS;AGRONOMICA;Netwin;Instalado;2016-08-21 15:07:06 UTC;2020-12-31 14:14:22 UTC;-275.952.371;-485.493.473;;Não;Sala, Sala;ANDAR/AGNA/TT/001, EST/AGNA/NI/NI
ARMC;SC;FLORIANOPOLIS;ARMC;Netwin;Instalado;2023-01-07 00:00:00 UTC;2023-01-07 00:00:00 UTC;-27.595;-485.488.889;;Não;Sala;ANDAR/ARMC/TT/001
CABJ;SC;FLORIANOPOLIS;CACHOEIRA DO BOM JESUS;Netwin;Instalado;2022-11-04 00:00:00 UTC;2023-08-28 11:58:24 UTC;-27.424.129;-48.435.283;SERVIDAO MARIA SERAFINA DE OLIVEIRA, 160, CACHOEIRA BOM JESUS, FLORIANOPOLIS - SC 88056200 ;Não;Sala, Sala, Sala, Sala;ANDAR/CABJ/TT/001, ANDAR/CABJ/TT/002
CAHE;SC;FLORIANOPOLIS;CAMPECHE;Netwin;Instalado;2022-11-04 00:00:00 UTC;2023-05-30 10:59:59 UTC;-27.682.275;-484.911.972;AVENIDA PEQUENO PRINCIPE, 2031, Loja 3, CAMPECHE, FLORIANOPOLIS - SC 88063000 ;Não;Sala, Sala;ANDAR/CAHE/TT/001
FNL;SC;FLORIANOPOLIS;FNL;Netwin;Instalado;2023-05-30 17:16:47 UTC;2023-05-30 17:30:38 UTC;-275.783.587;-484.327.344;RUA ALTAMIRO BARCELOS DUTRA, 0, BARRA DA LAGOA, FLORIANOPOLIS - SC 88061300;Não;;
FNP;SC;FLORIANOPOLIS;FNP;Netwin;Instalado;2023-06-21 18:58:58 UTC;2023-08-07 13:22:51 UTC;-274.446.385;-48.501.414;;Não;Sala;TRANSMISSAO
INVR;SC;FLORIANOPOLIS;INVR;Netwin;Instalado;2022-11-04 00:00:00 UTC;2023-11-01 23:06:57 UTC;-275.966.667;-485.491.667;;Não;Sala, Sala;ANDAR/INVR/TT/001, ANDAR/INVR/TT/002
RBIL;SC;FLORIANOPOLIS;RIBEIRAO DA ILHA;Netwin;Instalado;2022-06-14 11:43:41 UTC;2022-09-06 11:08:51 UTC;-277.000.017;-485.506.072;RODOVIA BALDICERO FILOMENO, SN, RIBEIRAO DA ILHA, FLORIANOPOLIS - SC 88064000 ;Não;Sala, Sala, Sala;ANDAR/RBIL/TT/001, ANDAR/RBIL/TT/TX
FMA;MG;FORMIGA;FORMIGA;Netwin;Instalado;2014-04-05 20:45:56 UTC;2014-04-05 20:45:56 UTC;-20.465;-454.313.889;PRACA VICENTE VAZ FILHO, 15, CENTRO, FORMIGA - MG 35570142;Não;Sala, Sala, Sala, Sala, Sala;Datacom, EST/FMA/NI/NI, Metro, TRANSMISSAO-TERREO, TRANSMISSÃƒO - TERREO
AGF;CE;FORTALEZA;AGUA FRIA;Netwin;Instalado;2014-04-05 19:37:13 UTC;2020-08-04 18:45:51 UTC;-37.749.052;-384.800.022;RUA DOUTOR CARLOS RIBEIRO PAMPLONA, 239, EDSON QUEIROZ, FORTALEZA - CE 60811695;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CX_AXE - CATA1 - TERREO, DADOS, Datacom, EST/AGF/NI/NI, Metro, Newbridge, SALA GPON, TRANSMISSAO - TERREO, TX / TÃ‰RREO
ALD;CE;FORTALEZA;ALDEOTA;Netwin;Instalado;2016-10-14 00:00:00 UTC;2023-12-20 12:18:51 UTC;-37.369.523;-385.024.316;RUA TIBURCIO CAVALCANTE, 1359, ALDEOTA, FORTALEZA - CE 60125045 ;Sim;Sala, Sala, Sala;EST/ALD/NI/NI, Sala GPON
BAR;CE;FORTALEZA;BARRA DO CEARA;Netwin;Instalado;2014-04-05 19:37:12 UTC;2020-10-14 18:48:49 UTC;-37.210.436;-385.814.131;RUA RIO ARAGUAIA, 2150, JD IRACEMA, FORTALEZA - CE 60340000;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CX_AXE - 1 ANDAR, Datacom, EST/BAR/NI/NI, Metro, Newbridge, TRANSMISSAO - 1 ANDAR, TRANSMISSÃƒO - TÃ‰RREO, TX
CMU;CE;FORTALEZA;CAMPUS UNIVERSITARIO;Netwin;Instalado;2014-04-05 19:37:12 UTC;2019-11-05 20:11:57 UTC;-3.737.099;-385.662.812;;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CCMU1_TROPICO RA, CX_AXE - CMU - TERREO, Datacom, EST/CMU/NI/NI, Metro, Newbridge, RMS, TRANSMISSAO - TERREO, TX
MES;CE;FORTALEZA;MESSEJANA;Netwin;Instalado;2014-04-05 19:37:13 UTC;2019-01-28 14:05:02 UTC;-38.312.665;-384.920.893;RUA DOUTOR PERGENTINO MAIA, 364, MESSEJANA, FORTALEZA - CE 60840045;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;CX_AXE _ELR_CATA1-TERREO, Datacom, EST/MES/NI/NI, Metro, Newbridge, TRANSMISSAO-TERREO, TX / TÃ‰RREO
MON;CE;FORTALEZA;MONDUBIM;Netwin;Instalado;2014-04-05 19:37:13 UTC;2014-04-05 19:37:13 UTC;-38.108.127;-385.760.961;RUA WENEFRIDO MELO, 290, MONDUBIM, FORTALEZA - CE 60762410;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala;CX_ELR_AXE-3296-CEN03-TEREO, DADOS, Datacom, EST/MON/NI/NI, Metro, Newbridge, TRANSMISSAO - TERREO
PRN;CE;FORTALEZA;PARANGABA;Netwin;Instalado;2019-01-02 16:03:53 UTC;2019-06-03 13:18:26 UTC;-37.669.479;-385.590.972;RUA PROFESSOR TEODORICO, 20, MONTESE, FORTALEZA - CE 60421010;Não;Sala, Sala;EST/PRN/NI/NI
FOTI;PR;FOZ DO IGUACU;FOZ DO IGUACU/TIBAGI- R MARACA;Netwin;Instalado;2016-08-21 15:07:06 UTC;2024-06-05 21:00:26 UTC;-255.352.912;-54.552.333;;Não;Sala;ANDAR/FOTI/TT/01
FNCL;PR;FRANCISCO BELTRAO;FCO BELTRAO R ROMEU L WELANG, 1055 (ES;Netwin;Instalado;2016-08-21 15:07:06 UTC;2022-10-18 20:28:28 UTC;-260.807.057;-530.541.018;RUA VER ROMEU LAURO WERLANG, 1055, CENTRO, FRANCISCO BELTRAO - PR 85601020 ;Não;Sala, Sala, Sala, Sala;ANDAR/FNCL/TT/01, ANDAR/FNCL/TT/TX, EST/FNCL/NI/NI
GRD;RS;GARIBALDI;GARIBALDI;Netwin;Instalado;2021-05-10 12:56:47 UTC;2021-07-15 16:06:50 UTC;-292.573.335;-515.286.885;AVENIDA INDEPENDENCIA, 102, CENTRO, GARIBALDI - RS 95720000 ;Não;Sala, Sala, Sala;ANDAR/GRD/01/TX, COMUTAÃ‡ÃƒO
GRB;SC;GAROPABA;GAROPABA;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-08-16 13:04:21 UTC;-280.259.697;-486.178.047;RUA PROF ANTONIO JOSE BOTELHO, SN, LADO 43, CENTRO, GAROPABA - SC 88495000 ;Não;Sala, Sala, Sala, Sala;ANDAR/GRB/TT/001 TX, EST/GRB/NI/NI, Sala de Dados
EGOI;PE;GOIANA;ESTACAO TELEFONICA DE GOIANA;Netwin;Instalado;2014-04-05 19:37:20 UTC;2021-10-18 11:13:59 UTC;-75.581.738;-350.010.816;RUA LARANJEIRAS, 1, CENTRO, GOIANA - PE 55900000 ;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/EGOI/NI/NI, Metro, Newbridge, TRANMISSÃƒO, TRANSMISSAO - TERREO, TX / TÃ‰RREO
ACG;GO;GOIANIA;ER GOIANIA GNA-SUL CENTRAL EWSD 550-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2020-08-12 14:20:08 UTC;-16.679.061;-49.254.287;RUA S DOMINGOS Q 89, 00000, IPIRANGA, GOIANIA - GO 74453300 ;Não;Sala, Sala;ANDAR/ACG/TT/01
ALV;GO;GOIANIA;GOIANIA ALVORADA-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-10-14 20:56:27 UTC;-167.058.106;-49.308.528;RUA TURIM Q 2, 20, VILA ALVORADA, GOIANIA - GO 74315380 ;Não;Sala, Sala, Sala, Sala;ANDAR/ALV/TT/01, EST/ALV/NI/NI, TRANSMISSAO, TX
BVT;GO;GOIANIA;BELA VISTA;Netwin;Instalado;2016-08-21 15:07:06 UTC;2020-08-12 14:19:18 UTC;-167.168.853;-492.609.381;;Não;Sala, Sala, Sala;ANDAR/BVT/TT/01, ANDAR/BVT/TT/TX, EST/BVT/NI/NI
CPS;GO;GOIANIA;GOIANIA CAMPINAS-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-06-28 12:54:04 UTC;-166.738.185;-492.826.244;;Não;Sala, Sala, Sala;ANDAR/CPS/TT/01, ANDAR/CPS/TT/TX, EST/CPS/NI/NI
CPV;GO;GOIANIA;GOIANIA CAPUAVA-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-06-28 12:38:53 UTC;-166.558.383;-493.328.668;;Não;Sala, Sala;ANDAR/CPV/TT/01, ANDAR/CPV/TT/TX
CTO;GO;GOIANIA;CENTRO;Netwin;Instalado;2014-12-16 00:00:00 UTC;2023-12-20 11:59:05 UTC;-166.755.966;-492.571.768;RUA 3 Q 8, 65, SETOR CENTRAL, GOIANIA - GO 74030065 ;Sim;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/CTO/02/01, ANDAR/CTO/02/TX, ANDAR/CTO/04/CD, ANDAR/CTO/04/DADOS, ANDAR/CTO/12/01, EST/CTO/NI/NI, TRANSMISSÃƒO
EMD;GO;GOIANIA;JD ESMERALDA;Netwin;Instalado;2018-12-17 14:58:05 UTC;2019-01-07 13:33:04 UTC;-167.882.248;-493.554.246;RUA FORTALEZA Q 48, 25, JD DAS ESMERALDAS, GOIANIA - GO 74830060 ;Não;Sala, Sala;ANDAR/EMD/TT/01, SALA DE TRANSMISSÃƒO
ETE;GO;GOIANIA;GOIANIA ETERNIT-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-03-16 15:02:45 UTC;-16.716.361;-49.366.309;AVENIDA BURITIS Q 25, 01, PARQUE SANTA RITA, GOIANIA - GO 74393380 ;Não;Sala, Sala, Sala, Sala;ANDAR/ETE/TT/01, ANDAR/ETE/TT/TX, EST/ETE/NI/NI
FLY;GO;GOIANIA;GOIANIA FLAMBOYAN SHOPPING-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2020-08-12 14:21:15 UTC;-167.107.106;-492.369.217;AVENIDA DEP JAMEL CECILIO Q B34, 34, JARDIM GOIAS, GOIANIA - GO 74810100 ;Não;Sala, Sala, Sala, Sala;ANDAR/FLY/TT/01, ANDAR/FLY/TT/TX, EST/FLY/NI/NI
FSC;GO;GOIANIA;FINSOCIAL;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-03-16 15:11:59 UTC;-16.621.626;-49.317.576;;Não;Sala, Sala;ANDAR/FSC/TT/01, EST/FSC/NI/NI
JAM;GO;GOIANIA;GOIANIA JD AMERICA-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-10-14 20:24:00 UTC;-167.117.026;-492.916.035;RUA C 159 Q 247, 278, JARDIM AMERICA, GOIANIA - GO 74255140 ;Não;Sala, Sala, Sala;ANDAR/JAM/TT/01, ANDAR/JAM/TT/TX
MUT;GO;GOIANIA;GOIANIA MUTIRAO;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-05-27 21:51:17 UTC;-166.146.047;-49.344.288;AVENIDA DA SEDE Q 62, 0000, JARDIM LIBERDADE, GOIANIA - GO 74475575 ;Não;Sala, Sala, Sala, Sala tÃ©cnica;ANDAR/MUT/TT/01, EST/MUT/NI/NI
NOE;GO;GOIANIA;GOIANIA NOROESTE-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-07-07 12:45:35 UTC;-16.666.793;-4.930.648;RUA 610 Q 583, 579, AEROVIARIO, GOIANIA - GO 74435280 ;Não;Sala, Sala, Sala, Sala;ANDAR/NOE/TT/01, ANDAR/NOE/TT/TX, EST/NOE/NI/NI
NSC;GO;GOIANIA;NSC-GOIANIA NOVA SUICA-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2020-08-12 14:19:01 UTC;-167.179.428;-492.751.424;AVENIDA C 171 Q 439, 602, JARDIM AMERICA, GOIANIA - GO 74275010 ;Não;Sala, Sala, Sala;ANDAR/NSC/TT/01, ANDAR/NSC/TT/TX
PQA;GO;GOIANIA;GOIANIA PARQUE ATHENEU;Netwin;Instalado;2016-08-21 15:07:06 UTC;2022-12-26 20:09:57 UTC;-16.745.889;-49.203.938;AVENIDA PARQUE ATHENEU Q U201, SN, Lote 10, PARQUE ATHENEU, GOIANIA - GO 74893020 ;Não;Sala, Sala;ANDAR/PQA/TT/01
SAF;GO;GOIANIA;SAF;Netwin;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-166.786.111;-492.538.889;;Não;Sala;ANDAR/SAF/TT/01
SDO;GO;GOIANIA;GOIANIA SUDOESTE-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-03-16 15:07:24 UTC;-166.965.619;-492.771.167;AVENIDA T 2 Q 55, SN, SETOR BUENO, GOIANIA - GO 74210010;Não;Sala, Sala, Sala, Sala, Sala, Sala;01, ANDAR/SDO/TT/01, ANDAR/SDO/TT/TX, EST/SDO/NI/NI
SGE;GO;GOIANIA;GOIANIA SANTA GENOVEVA;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-04-23 19:53:09 UTC;-166.219.061;-492.237.752;RUA RIO VERDE Q 36A, 000, JARDIM GUANABARA, GOIANIA - GO 74675700 ;Não;Sala, Sala, Sala;ANDAR/SGE/TT/01, ANDAR/SGE/TT/TX
VLP;GO;GOIANIA;GOIANIA VL PEDROSO-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-04-23 20:12:08 UTC;-16.660.676;-49.186.459;RUA EXP Q X4, 000, VILA CONCORDIA, GOIANIA - GO 74770340 ;Não;Sala, Sala, Sala, Sala;ANDAR/VLP/TT/01, ANDAR/VLP/TT/TX, EST/VLP/NI/NI
VBR;MG;GOVERNADOR VALADARES;VILA BRETAS;Netwin;Instalado;2014-04-05 20:45:58 UTC;2019-06-14 19:39:41 UTC;-188.716.298;-419.569.401;AVENIDA JK, 1157, SAO PAULO, GOVERNADOR VALADARES - MG 35030210;Não;Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala, Sala;Datacom, EST/VBR/NI/NI, HUAWEI - NGN, Metro, Newbridge, RMS, TRANSMISSAO JKUA, TRANSMISSAO-TERREO, TRANSMISSÃƒO - 2Â° AND, TRANSMISSÃƒO - TÃ‰RREO, TX01, X
GRDO;RS;GRAMADO;GRDO;Netwin;Instalado;2023-04-24 21:31:57 UTC;2023-04-24 21:33:16 UTC;-293.781.358;-508.723.812;;Não;;
GGM;RS;GRAVATAI;GGM;Netwin;Instalado;2022-11-04 00:00:00 UTC;2022-11-04 00:00:00 UTC;-299.444.444;-509.919.444;;Não;Sala;ANDAR/GGM/01/TX
GTI;RS;GRAVATAI;GRAVATAI;Netwin;Instalado;2021-01-21 11:58:53 UTC;2021-04-06 17:47:04 UTC;-299.410.535;-50.995.495;RUA ANAPIO GOMES, 1600, CENTRO, GRAVATAI - RS 94010010 ;Não;Sala, Sala, Sala, Sala, Sala, Sala;ANDAR/GTI/01/CD, ANDAR/GTI/01/TX, ANDAR/GTI/02/TX, ANDAR/GTI/TT/TX, EST/GTI/NI/NI
MORG;RS;GRAVATAI;MORG;Netwin;Instalado;2023-01-07 00:00:00 UTC;2023-01-07 00:00:00 UTC;-298.497.222;-509.172.222;;Não;Sala;ANDAR/MORG/TT/TX
GBR;SC;GUABIRUBA;GUABIRUBA;Netwin;Instalado;2021-05-10 12:07:16 UTC;2021-09-30 21:08:35 UTC;-270.865.121;-489.775.742;RUA BRUSQUE, 365, CENTRO, GUABIRUBA - SC 88360000 ;Não;Sala, Sala;ANDAR/GBR/TT/001, TX
GUB;RS;GUAIBA;GUAIBA;Netwin;Instalado;2014-04-05 22:18:52 UTC;2022-03-01 12:37:26 UTC;-301.111.034;-51.322.704;RUA VINTE DE SETEMBRO, 1190, CENTRO, GUAIBA - RS 92704360 ;Não;Sala, Sala;ANDAR/GUB/01/TX
GRVM;PR;GUARAPUAVA;GUARAPUAVA;Netwin;Instalado;2014-04-05 22:18:53 UTC;2022-03-11 15:14:54 UTC;-253.930.385;-514.675.043;RUA VICENTE MACHADO, 1654, CENTRO, GUARAPUAVA - PR 85010260 ;Não;Sala, Sala, Sala, Sala, Sala;ANDAR/GRVM/02/TX, ANDAR/GRVM/TT/01, ANDAR/GRVM/TT/TX, EST/GRVM/NI/NI
BGR;SP;GUARULHOS;GUARULHOS;Netwin;Instalado;2019-05-29 12:00:00 UTC;2021-07-15 18:28:58 UTC;-234.640.834;-465.458.686;RUA BRAULIO GUEDES, 50, GOPOUVA, GUARULHOS - SP 7092090 ;Não;Sala, Sala, Sala;EST/BGR/NI/NI, Sala TX Nova, Sala Transmissão Nova
CSP;SP;GUARULHOS;VTAL CIDADE SERODIO;Netwin;Instalado;2023-01-11 16:01:59 UTC;2023-06-06 11:34:20 UTC;-234.173.321;-464.679.002;RUA CAPITOLIO, 109, CIDADE SERODIO, GUARULHOS - SP 7155250 ;Não;Sala;SALA TX
GGL;SP;GUARULHOS;VTAL GGL FTTH;Netwin;Instalado;2023-01-14 14:33:14 UTC;2023-04-24 18:25:04 UTC;-23.458.302;-464.706.661;;Não;Sala;SALA TX
GHS;SP;GUARULHOS;VTAL VILA DAS PALMEIRAS;Netwin;Instalado;2023-01-14 14:39:46 UTC;2023-03-01 16:41:34 UTC;-23.470.132;-46.524.943;RUA HARRY SIMONSEN, 54, VILA DAS PALMEIRAS, GUARULHOS - SP 7013110 ;Não;Sala;SALA TX
GLH;SP;GUARULHOS;VTAL VILA SILVIA;Netwin;Instalado;2022-12-01 11:47:34 UTC;2023-10-04 11:36:33 UTC;-2.342.529;-4.650.721;RUA INDIANA, 140, JARDIM SILVIA, GUARULHOS - SP 7141370 ;Não;Sala;SALA TX
JBR;SP;GUARULHOS;VTAL JBR FTTH;Netwin;Instalado;2023-01-11 12:08:46 UTC;2023-10-30 21:03:28 UTC;-23.489.187;-465.525.883;RUA ENDRES, 1497, VILA DAS BANDEIRAS, GUARULHOS - SP 7043000 ;Não;Sala;SALA TX
PJM;SP;GUARULHOS;VTAL JARDIM CENTENARIO;Netwin;Instalado;2023-01-14 12:55:57 UTC;2023-02-24 14:01:50 UTC;-2.345.744;-4.642.578;RUA CENTENARIO, 329, JARDIM CENTENARIO, GUARULHOS - SP 7270000 ;Não;Sala;SALA TX
PMK;SP;GUARULHOS;VTAL RECREIO SÃƒO JORGE;Netwin;Instalado;2023-01-14 13:03:09 UTC;2023-03-01 16:59:53 UTC;-23.404.517;-46.517.005;AVENIDA PALMIRA ROSSI, 213, RECREIO SAO JORGE, GUARULHOS - SP 7144170 ;Não;Sala;SALA TX
VNB;SP;GUARULHOS;VTAL VILA NOVA BONSUCESSO;Netwin;Instalado;2023-01-14 13:08:58 UTC;2023-04-14 19:47:26 UTC;-23.405.512;-464.053.942;RUA ANTONIO TAVA, 700, VILA NOVA BONSUCESSO, GUARULHOS - SP 7175050 ;Não;Sala;SALA TX
ELD;TO;GURUPI;GURUPI ARMARIO JD ELDORADO-SAC;Netwin;Instalado;2016-08-21 15:07:06 UTC;2021-07-08 21:54:02 UTC;-11.724.981;-49.085.161;;Não;Sala;ANDAR/ELD/TT/01
